mammal,5,3422506,
anthro,0,3365818,
hi-res,7,3099693,
female,0,2570235,
male,0,2528541,
solo,0,2350618,
genitals,0,2281053,
clothing,0,2087747,
hair,0,1779941,
breasts,0,1757826,
fur,0,1740281,
duo,0,1610742,
penis,0,1568458,
bodily-fluids,0,1453483,
tail,0,1393962,
canid,5,1324501,
digital-media-(artwork),7,1302452,
nipples,0,1286127,
canine,5,1281948,
nude,0,1261590,
simple-background,0,1254712,
clothed,0,1157548,
text,0,1154097,
balls,0,1070776,
absurd-res,7,1052428,
smile,0,1044174,
genital-fluids,0,1038816,
sex,0,1031773,
butt,0,1027367,
blush,0,1004340,
open-mouth,0,948679,
looking-at-viewer,0,924941,
pussy,0,904880,
erection,0,895989,
tongue,0,858878,
penetration,0,850869,
big-breasts,0,844923,
english-text,7,841011,
teeth,0,720351,
canis,5,703680,
felid,5,699235,
cum,0,698038,
nintendo,3,697695,
white-body,0,697678,
mythology,3,678357,
male/female,0,674522,
horn,0,673335,
mythological-creature,5,646207,
scalie,5,641129,
feet,0,622635,
feral,0,622097,
penile,0,614082,
tongue-out,0,565631,
anus,0,551921,
topwear,0,545848,
claws,0,543144,
white-fur,0,532941,
male-penetrating,0,521146,
dialogue,0,520070,
pokemon,3,519033,
blue-eyes,0,517274,
pokemon-(species),5,515477,
fingers,0,511831,
male/male,0,509549,
humanoid-genitalia,0,501298,
animal-genitalia,0,486564,
thick-thighs,0,479841,
biped,0,477509,
group,0,463312,
humanoid-penis,0,462525,
muscular,0,458557,
navel,0,455526,
humanoid,5,454135,
tuft,0,453089,
feline,5,447041,
standing,0,445951,
toes,0,427779,
anal,0,422197,
areola,0,422070,
equid,5,420144,
wings,0,414738,
bottomwear,0,412999,
piercing,0,411805,
brown-body,0,407911,
cum-inside,0,404694,
vaginal,0,402403,
equine,5,401875,
monochrome,7,401749,
markings,0,401164,
lying,0,400506,
fox,5,378832,
human,5,376035,
1:1,7,373788,
big-butt,0,367936,
underwear,0,365620,
mythological-scalie,5,361913,
spreading,0,361297,
dragon,5,360994,
domestic-dog,5,353899,
heart-symbol,0,352305,
big-penis,0,352063,
eyes-closed,0,351810,
black-body,0,350168,
anal-penetration,0,348480,
blue-body,0,347333,
size-difference,0,346709,
white-background,0,337821,
animal-penis,0,337769,
hasbro,3,335997,
huge-breasts,0,330302,
brown-fur,0,329526,
shirt,0,328742,
wolf,5,328061,
green-eyes,0,327657,
multicolored-body,0,327307,
plant,0,326440,
my-little-pony,3,322306,
furniture,0,322226,
penile-penetration,0,320183,
sweat,0,319678,
sitting,0,319234,
female-penetrated,0,318358,
ambiguous-gender,0,315970,
muscular-male,0,314710,
